기간,휘발유(95RON),휘발유(92RON),등유,경유(0.001%),경유(0.05%),고유황중유(180cst/3.5%),나프타
22년07월23일,,,,,,,
22년07월24일,,,,,,,
22년07월25일,108.3,105.62,123.97,131.95,123.91,75.94,78.26
22년07월26일,118.01,114.68,130.24,138.57,130.56,79.27,79.16
22년07월27일,117.7,113.12,130.27,138.65,130.69,77.59,77.63
22년07월28일,120.14,115.51,136.21,144.96,137.0,80.82,80.01
22년07월29일,119.99,115.36,134.59,142.85,134.85,80.73,78.78
22년07월30일,,,,,,,
22년07월31일,,,,,,,
22년08월01일,117.12,112.74,129.79,138.15,130.5,81.86,77.89
22년08월02일,112.57,108.19,122.91,133.18,125.78,80.44,76.76
22년08월03일,113.35,109.07,122.48,132.45,125.32,79.19,77.39
22년08월04일,109.02,105.07,125.95,135.1,128.54,77.72,75.34
22년08월05일,103.67,100.05,122.02,130.32,124.33,75.97,73.0
22년08월06일,,,,,,,
22년08월07일,,,,,,,
22년08월08일,106.14,102.52,115.64,123.76,118.04,76.48,73.29
22년08월09일,,,,,,,
22년08월10일,107.8,104.04,121.1,128.09,122.65,77.85,72.57
22년08월11일,112.15,108.89,126.45,133.24,127.8,81.82,74.34
22년08월12일,113.61,110.2,129.72,136.38,130.98,85.47,73.5
22년08월13일,,,,,,,
22년08월14일,,,,,,,
22년08월15일,111.61,107.67,127.12,133.94,128.78,82.06,70.63
22년08월16일,109.02,105.4,128.22,134.56,130.01,77.51,67.99
22년08월17일,109.0,105.03,127.71,134.48,129.9,75.37,67.83
22년08월18일,112.14,107.86,131.63,138.41,134.02,74.84,70.37
22년08월19일,112.81,108.53,132.47,139.33,134.74,75.56,71.18
22년08월20일,,,,,,,
22년08월21일,,,,,,,
22년08월22일,112.61,108.33,135.43,142.19,137.55,76.27,71.4
22년08월23일,114.5,110.43,141.49,149.17,144.3,77.72,71.39
22년08월24일,115.74,111.97,143.62,151.02,146.16,78.76,72.2
22년08월25일,113.27,109.87,149.94,157.42,152.53,79.61,71.14
22년08월26일,111.06,108.19,146.88,153.84,149.04,78.8,69.5
22년08월27일,,,,,,,
22년08월28일,,,,,,,
22년08월29일,111.03,108.2,146.2,152.56,147.57,78.43,69.99
22년08월30일,111.39,108.56,143.68,150.52,145.54,77.52,70.49
22년08월31일,100.19,97.36,137.91,145.31,140.34,71.56,65.61
22년09월01일,96.19,93.36,130.49,138.26,132.85,69.57,66.51
22년09월02일,102.97,98.33,132.58,140.18,134.66,71.63,68.79
22년09월03일,,,,,,,
22년09월04일,,,,,,,
22년09월05일,104.83,99.78,136.81,143.79,138.43,73.16,68.43
22년09월06일,106.05,100.95,135.02,142.59,137.23,72.19,68.65
22년09월07일,104.19,99.47,130.0,137.98,131.38,68.93,66.83
22년09월08일,98.88,94.16,129.04,137.52,130.85,64.47,62.66
22년09월09일,101.73,97.01,128.26,137.56,130.79,65.22,64.99
22년09월10일,,,,,,,
22년09월11일,,,,,,,
22년09월12일,104.03,99.61,129.73,139.1,132.0,66.95,65.9
22년09월13일,106.88,102.69,131.73,141.48,134.85,67.98,67.5
22년09월14일,103.83,99.64,120.07,129.59,123.79,66.2,68.24
22년09월15일,100.88,96.86,111.75,118.6,114.44,66.35,68.22
22년09월16일,91.86,87.84,110.1,116.97,113.12,65.75,66.65
22년09월17일,,,,,,,
22년09월18일,,,,,,,
22년09월19일,91.42,87.4,109.7,117.12,113.27,64.71,66.85
22년09월20일,96.96,93.26,117.28,125.3,121.74,66.38,68.92
22년09월21일,98.31,94.71,120.81,128.91,125.36,66.89,69.05
22년09월22일,95.69,92.09,117.64,125.71,123.13,66.94,68.8
22년09월23일,91.03,87.53,112.74,121.48,119.37,64.52,67.94
22년09월24일,,,,,,,
22년09월25일,,,,,,,
22년09월26일,88.02,84.62,108.66,117.41,115.36,62.9,65.27
22년09월27일,90.05,86.65,108.61,117.4,115.31,60.75,64.37
22년09월28일,91.45,88.05,109.64,118.99,117.27,60.77,65.7
22년09월29일,93.19,89.79,116.0,124.27,122.61,62.34,67.76
22년09월30일,93.68,90.28,112.34,120.75,119.29,62.59,67.35
22년10월01일,,,,,,,
22년10월02일,,,,,,,
22년10월03일,92.43,89.03,114.16,124.69,123.16,61.46,68.9
22년10월04일,89.85,86.45,114.08,127.49,125.5,61.34,70.28
22년10월05일,94.07,90.8,116.7,133.0,130.94,63.55,73.01
22년10월06일,95.36,92.98,124.11,140.48,137.9,63.17,73.56
22년10월07일,96.75,94.37,129.76,146.05,143.23,64.45,73.14
22년10월08일,,,,,,,
22년10월09일,,,,,,,
22년10월10일,97.12,94.39,130.61,145.9,142.24,65.84,73.14
22년10월11일,94.51,91.02,121.82,136.16,131.9,63.03,71.88
22년10월12일,95.82,92.33,123.53,137.71,133.45,62.8,71.15
22년10월13일,94.72,91.23,127.03,140.35,136.09,60.36,69.95
22년10월14일,95.59,92.1,127.4,140.92,136.73,61.42,70.15
22년10월15일,,,,,,,
22년10월16일,,,,,,,
22년10월17일,94.12,90.63,126.25,138.95,134.92,58.55,69.39
22년10월18일,94.84,91.35,127.2,140.65,136.62,60.52,69.8
22년10월19일,92.79,89.3,121.43,134.62,130.14,60.42,68.76
22년10월20일,96.47,92.65,125.26,139.6,135.12,63.37,71.01
22년10월21일,96.95,92.14,119.63,133.38,129.45,61.03,71.15
22년10월22일,,,,,,,
22년10월23일,,,,,,,
22년10월24일,,,,,,,
22년10월25일,95.77,90.96,121.26,134.61,130.68,59.78,71.48
22년10월26일,93.51,88.7,122.3,135.1,131.58,60.94,71.96
22년10월27일,96.07,91.46,125.06,137.78,135.45,63.56,72.95
22년10월28일,97.59,93.01,125.95,139.58,136.93,65.54,73.44
22년10월29일,,,,,,,
22년10월30일,,,,,,,
22년10월31일,94.04,89.52,124.3,138.47,135.43,63.49,72.5
22년11월01일,95.81,91.19,123.3,136.84,133.47,66.97,74.1
22년11월02일,98.08,93.46,118.84,131.8,128.89,67.43,73.76
22년11월03일,100.36,95.26,120.57,132.16,129.99,66.6,73.6
22년11월04일,105.46,99.37,126.94,136.69,134.91,68.31,73.7
22년11월05일,,,,,,,
22년11월06일,,,,,,,
22년11월07일,106.53,100.44,127.36,136.93,135.19,70.13,74.05
22년11월08일,104.44,98.35,127.03,136.35,134.71,69.47,74.5
22년11월09일,100.77,94.44,127.13,135.51,133.67,66.15,73.38
22년11월10일,98.51,92.18,124.99,131.35,129.12,65.49,72.69
22년11월11일,102.32,96.25,127.88,134.89,132.61,69.12,75.14
22년11월12일,,,,,,,
22년11월13일,,,,,,,
22년11월14일,103.74,97.31,127.57,133.7,132.13,68.88,76.68
22년11월15일,100.24,93.81,122.71,130.58,128.85,67.86,75.32
22년11월16일,100.88,95.38,123.85,132.1,130.37,69.47,75.79
22년11월17일,99.9,94.73,122.56,130.63,129.2,66.8,76.0
22년11월18일,97.8,92.63,119.08,125.72,124.15,64.28,75.89
22년11월19일,,,,,,,
22년11월20일,,,,,,,
22년11월21일,96.51,91.51,117.38,122.14,121.03,62.86,73.32
22년11월22일,98.09,93.19,119.11,123.01,121.95,63.23,74.7
22년11월23일,98.19,93.39,119.46,122.27,121.4,64.52,74.03
22년11월24일,94.04,89.24,114.81,117.87,117.27,61.45,72.15
22년11월25일,94.7,89.39,114.91,117.46,116.77,62.34,73.44
22년11월26일,,,,,,,
22년11월27일,,,,,,,
22년11월28일,89.08,83.86,110.84,112.27,111.84,58.16,70.16
22년11월29일,90.37,87.07,113.84,114.92,114.56,62.32,70.5
22년11월30일,91.04,87.24,115.47,117.34,116.98,59.02,69.74
22년12월01일,92.66,88.86,116.8,119.84,119.48,59.96,71.36
22년12월02일,91.01,87.21,114.64,118.42,118.06,58.61,69.45
22년12월03일,,,,,,,
22년12월04일,,,,,,,
22년12월05일,91.31,87.27,112.08,116.25,115.88,58.74,69.01
22년12월06일,89.29,84.46,107.49,111.31,110.79,57.62,65.8
22년12월07일,86.73,81.85,103.22,107.07,106.48,57.35,63.54
22년12월08일,84.86,79.98,98.77,103.19,102.71,56.09,62.88
22년12월09일,83.33,78.76,101.79,106.54,105.72,58.0,63.68
22년12월10일,,,,,,,
22년12월11일,,,,,,,
22년12월12일,82.77,78.3,98.25,103.36,102.53,55.94,63.38
22년12월13일,88.24,83.77,104.68,110.96,110.13,58.36,65.2
22년12월14일,89.37,85.13,110.75,116.05,115.22,59.37,65.5
22년12월15일,89.77,85.68,115.22,121.15,120.32,59.28,65.7
22년12월16일,87.43,83.35,115.06,119.63,118.06,56.96,64.2
22년12월17일,,,,,,,
22년12월18일,,,,,,,
22년12월19일,86.26,82.79,110.99,114.5,112.56,57.56,63.34
22년12월20일,87.09,83.71,108.13,111.49,108.85,58.5,63.91
22년12월21일,88.53,85.15,110.84,113.6,110.92,61.31,64.45
22년12월22일,90.8,87.42,112.91,115.29,112.61,63.36,65.73
22년12월23일,91.21,87.71,110.97,112.97,110.29,63.36,66.03
22년12월24일,,,,,,,
22년12월25일,,,,,,,
22년12월26일,,,,,,,
22년12월27일,94.36,90.82,117.54,119.58,116.89,62.88,67.32
22년12월28일,94.46,90.92,117.84,119.05,116.36,63.07,66.65
22년12월29일,93.14,89.62,116.72,116.76,113.74,61.66,66.17
22년12월30일,95.36,92.4,115.77,116.28,113.68,62.64,66.57
22년12월31일,,,,,,,
23년01월01일,,,,,,,
23년01월02일,,,,,,,
23년01월03일,97.63,94.24,116.1,116.46,113.86,62.4,68.7
23년01월04일,91.41,87.85,108.52,109.03,107.13,57.58,65.92
23년01월05일,89.56,86.23,108.61,109.18,107.49,56.96,65.58
23년01월06일,89.98,86.47,107.01,107.59,106.08,57.03,66.66
23년01월07일,,,,,,,
23년01월08일,,,,,,,
23년01월09일,91.99,88.95,109.84,110.58,109.07,58.57,68.76
23년01월10일,91.82,88.24,108.41,109.58,108.07,58.34,68.6
23년01월11일,92.92,90.28,110.15,112.77,111.13,58.3,71.1
23년01월12일,96.48,93.45,112.63,115.66,113.63,59.71,71.75
23년01월13일,98.52,95.59,115.76,118.22,116.09,61.13,74.86
23년01월14일,,,,,,,
23년01월15일,,,,,,,
23년01월16일,100.26,97.38,116.83,119.18,116.88,61.47,74.88
23년01월17일,99.56,96.63,117.85,119.55,117.25,62.6,74.72
23년01월18일,104.46,100.69,117.51,118.77,116.47,64.49,76.09
23년01월19일,102.7,98.93,117.85,118.87,116.57,63.14,73.73
23년01월20일,108.44,104.55,121.1,122.0,119.43,63.88,75.95
23년01월21일,,,,,,,
23년01월22일,,,,,,,
23년01월23일,,,,,,,
23년01월24일,,,,,,,
23년01월25일,108.52,104.63,123.69,124.36,122.33,64.67,76.78
23년01월26일,106.47,102.58,119.33,120.1,117.57,64.16,75.25
23년01월27일,107.0,103.11,122.47,122.65,119.93,65.88,76.61
23년01월28일,,,,,,,
23년01월29일,,,,,,,
23년01월30일,103.07,99.65,117.3,117.97,115.07,63.47,75.13
23년01월31일,100.85,97.43,114.42,114.57,111.61,61.94,73.79
23년02월01일,102.01,99.0,118.55,118.37,115.54,62.6,74.89
23년02월02일,99.13,95.78,112.92,111.7,108.91,59.68,74.22
23년02월03일,98.43,95.25,111.88,110.38,107.6,57.39,74.18
23년02월04일,,,,,,,
23년02월05일,,,,,,,
23년02월06일,95.39,92.21,106.72,105.76,102.96,56.79,73.68
23년02월07일,99.87,96.69,106.37,105.28,102.62,58.78,73.04
23년02월08일,101.49,98.69,109.99,109.57,106.57,60.67,74.8
23년02월09일,101.7,98.34,109.33,109.9,106.52,62.63,75.64
23년02월10일,100.76,97.4,105.99,107.28,103.33,63.1,76.26
23년02월11일,,,,,,,
23년02월12일,,,,,,,
23년02월13일,101.43,98.07,106.42,107.62,102.87,63.29,77.01
23년02월14일,102.3,98.85,108.81,110.76,105.99,64.79,78.06
23년02월15일,100.24,97.19,108.96,110.71,106.1,64.41,77.56
23년02월16일,101.83,98.27,106.91,108.99,104.48,66.6,78.46
23년02월17일,97.2,93.64,102.18,104.44,99.65,66.13,77.74
23년02월18일,,,,,,,
23년02월19일,,,,,,,
23년02월20일,98.74,95.18,102.51,104.63,99.64,66.86,78.04
23년02월21일,99.91,96.05,101.38,103.78,98.79,66.93,77.97
23년02월22일,98.37,94.51,102.58,105.25,100.49,67.76,77.23
23년02월23일,95.66,92.24,100.14,102.49,97.55,66.25,75.79
23년02월24일,98.4,94.62,103.03,104.96,100.02,66.13,77.43
23년02월25일,,,,,,,
23년02월26일,,,,,,,
23년02월27일,97.98,94.2,103.99,106.56,101.62,66.97,78.35
23년02월28일,97.42,93.64,104.07,105.85,101.34,67.15,78.66
23년03월01일,99.61,95.51,106.01,108.08,103.57,71.6,79.38
23년03월02일,98.36,94.83,105.57,108.03,103.71,73.08,78.96
23년03월03일,99.49,95.91,106.06,109.22,105.0,73.68,79.16
23년03월04일,,,,,,,
23년03월05일,,,,,,,
23년03월06일,102.47,98.73,107.78,110.6,106.37,72.76,80.01
23년03월07일,103.36,99.72,106.56,110.1,105.73,72.83,80.65
23년03월08일,100.29,96.12,103.7,106.98,102.69,70.27,77.6
23년03월09일,100.45,96.27,101.5,105.17,100.88,69.54,76.9
23년03월10일,98.17,93.98,97.64,101.59,97.32,67.72,74.33
23년03월11일,,,,,,,
23년03월12일,,,,,,,
23년03월13일,100.85,96.58,102.38,106.21,101.88,70.1,74.89
23년03월14일,99.48,95.21,99.5,103.19,98.71,66.89,73.24
23년03월15일,100.55,96.28,99.9,103.07,98.48,66.57,73.02
23년03월16일,93.01,88.74,93.36,96.72,91.87,63.71,67.99
23년03월17일,94.49,90.22,96.5,100.68,95.83,62.91,69.48
23년03월18일,,,,,,,
23년03월19일,,,,,,,
23년03월20일,90.65,86.38,91.23,95.72,91.05,59.68,64.22
23년03월21일,94.86,90.59,93.63,99.04,94.94,62.56,67.48
23년03월22일,95.4,91.13,94.37,99.51,96.04,62.71,67.22
23년03월23일,98.4,93.76,96.06,101.28,98.19,63.53,69.06
23년03월24일,99.49,94.85,95.56,99.85,96.67,63.39,69.24
23년03월25일,,,,,,,
23년03월26일,,,,,,,
23년03월27일,98.45,93.81,93.78,98.62,95.6,63.21,69.3
23년03월28일,100.79,96.15,96.62,101.82,98.98,66.48,71.15
23년03월29일,100.92,96.28,95.32,100.96,98.11,66.13,70.93
23년03월30일,98.73,94.19,94.51,99.61,97.13,66.29,70.3
23년03월31일,97.88,93.91,93.93,99.18,96.7,67.05,68.63
23년04월01일,,,,,,,
23년04월02일,,,,,,,
23년04월03일,104.48,101.69,99.31,104.57,102.09,72.08,72.3
23년04월04일,105.01,102.29,99.84,104.25,102.09,72.32,73.1
23년04월05일,104.28,101.87,99.25,102.68,100.73,73.28,72.82
23년04월06일,104.88,101.65,99.59,103.81,101.86,73.16,72.24
23년04월07일,,,,,,,
23년04월08일,,,,,,,
23년04월09일,,,,,,,
23년04월10일,104.83,100.82,98.87,102.45,100.89,74.72,72.02
23년04월11일,104.64,101.42,98.06,100.75,99.21,75.34,72.1
23년04월12일,103.63,100.41,98.33,100.13,98.52,75.46,72.59
23년04월13일,103.8,100.58,99.64,101.96,100.43,76.17,73.2
23년04월14일,104.07,100.82,99.04,100.78,99.48,74.83,72.87
23년04월15일,,,,,,,
23년04월16일,,,,,,,
23년04월17일,102.3,97.69,98.95,99.58,98.27,74.87,72.32
23년04월18일,100.76,96.15,98.0,98.86,97.59,74.07,70.78
23년04월19일,99.67,95.06,96.12,97.42,96.21,73.04,69.17
23년04월20일,96.44,91.83,94.79,95.47,94.14,71.83,69.28
23년04월21일,95.79,91.18,93.3,94.24,93.05,70.83,69.12
23년04월22일,,,,,,,
23년04월23일,,,,,,,
23년04월24일,95.46,90.85,93.76,94.85,93.41,71.77,69.69
23년04월25일,97.62,93.01,96.62,97.6,96.16,73.27,70.85
23년04월26일,93.91,90.68,94.15,94.68,93.14,71.68,68.86
23년04월27일,92.14,88.91,91.32,91.24,89.74,68.97,67.04
23년04월28일,91.83,88.01,90.19,90.26,88.78,68.89,66.43
23년04월29일,,,,,,,
23년04월30일,,,,,,,
23년05월01일,,,,,,,
23년05월02일,92.7,88.98,90.84,90.98,89.88,70.75,66.69
23년05월03일,87.46,83.74,85.48,84.47,83.42,67.38,61.28
23년05월04일,85.23,81.74,86.05,84.98,84.29,64.69,61.18
23년05월05일,86.27,81.95,87.05,86.43,85.85,63.24,61.13
23년05월06일,,,,,,,
23년05월07일,,,,,,,
23년05월08일,88.73,84.05,89.78,89.35,88.8,67.82,63.95
23년05월09일,87.7,83.02,90.18,89.17,88.61,68.35,63.56
23년05월10일,89.1,84.52,89.84,89.5,88.94,68.85,62.92
23년05월11일,90.37,85.86,91.3,90.91,90.36,69.78,62.99
23년05월12일,88.03,83.62,88.03,88.05,87.5,68.09,61.42
23년05월13일,,,,,,,
23년05월14일,,,,,,,
23년05월15일,87.31,82.9,87.24,87.34,86.83,67.99,60.2
23년05월16일,88.38,83.97,89.48,89.98,89.39,68.84,60.55
23년05월17일,88.21,83.8,88.1,89.45,88.81,67.14,60.15
23년05월18일,92.17,87.55,90.36,91.62,90.86,69.45,61.25
23년05월19일,93.15,88.51,89.99,91.63,90.77,69.14,60.96
23년05월20일,,,,,,,
23년05월21일,,,,,,,
23년05월22일,91.98,87.34,87.87,89.68,89.01,67.58,60.63
23년05월23일,92.45,87.81,88.15,90.16,89.49,66.67,61.17
23년05월24일,94.23,89.59,88.96,90.59,90.06,67.8,62.68
23년05월25일,94.01,89.37,89.42,91.18,90.51,68.58,62.98
23년05월26일,92.32,86.97,87.89,89.75,89.08,66.75,61.8
23년05월27일,,,,,,,
23년05월28일,,,,,,,
23년05월29일,92.76,87.41,88.77,90.79,90.13,67.44,62.62
23년05월30일,92.03,86.68,87.66,89.7,88.97,66.48,61.63
23년05월31일,89.76,84.41,84.57,86.9,86.17,63.96,59.56
23년06월01일,89.76,84.31,84.75,86.93,86.2,64.02,58.86
23년06월02일,,,,,,,
23년06월03일,,,,,,,
23년06월04일,,,,,,,
23년06월05일,94.36,88.91,90.34,92.57,91.86,67.52,61.92
23년06월06일,92.12,86.34,87.96,89.87,89.16,66.14,59.9
23년06월07일,92.58,87.68,89.4,91.21,90.48,67.22,59.89
23년06월08일,94.98,90.08,90.74,92.88,92.02,67.25,60.12
23년06월09일,95.1,90.2,90.02,92.4,91.65,67.1,58.45
23년06월10일,,,,,,,
23년06월11일,,,,,,,
23년06월12일,93.06,88.16,87.0,89.59,88.86,64.77,57.12
23년06월13일,90.82,85.92,87.04,89.54,88.61,64.45,56.15
23년06월14일,92.72,87.82,90.07,92.63,91.61,66.49,57.7
23년06월15일,92.61,86.79,88.44,90.8,89.92,65.73,55.97
23년06월16일,95.59,89.16,92.75,95.01,94.13,67.18,56.84
23년06월17일,,,,,,,
23년06월18일,,,,,,,
23년06월19일,94.78,89.64,93.98,96.03,95.15,67.49,55.89
23년06월20일,93.63,89.15,92.69,94.69,93.67,68.26,56.42
23년06월21일,93.34,88.49,91.43,93.62,92.56,68.25,55.92
23년06월22일,93.34,88.59,93.42,95.79,94.84,69.61,55.7
23년06월23일,90.7,85.62,89.12,91.3,90.35,67.81,52.49
23년06월24일,,,,,,,
23년06월25일,,,,,,,
23년06월26일,90.2,85.46,89.26,91.69,90.84,67.43,53.16
23년06월27일,91.07,86.41,90.93,93.48,92.97,66.91,53.75
23년06월28일,89.97,85.39,89.43,91.64,91.13,65.66,54.24
23년06월29일,,,,,,,
23년06월30일,92.59,87.55,91.27,92.93,92.42,68.15,56.81
23년07월01일,,,,,,,
23년07월02일,,,,,,,
23년07월03일,91.84,86.16,90.55,92.35,91.72,69.91,56.82
23년07월04일,90.61,84.27,90.34,92.14,91.68,70.94,56.44
23년07월05일,90.01,83.77,91.06,93.6,93.09,71.56,56.32
23년07월06일,90.74,85.25,92.83,95.66,94.96,71.57,57.94
23년07월07일,93.63,87.59,93.35,96.41,95.71,72.2,58.67
23년07월08일,,,,,,,
23년07월09일,,,,,,,
23년07월10일,93.34,87.4,94.68,97.79,96.83,72.96,60.2
23년07월11일,95.23,89.39,95.74,98.43,97.49,74.19,61.23
23년07월12일,96.84,91.0,97.33,100.05,99.11,74.06,61.81
23년07월13일,98.6,92.76,98.14,101.22,100.31,74.4,62.82
23년07월14일,99.72,93.88,98.01,100.74,99.92,75.68,64.1
23년07월15일,,,,,,,
23년07월16일,,,,,,,
23년07월17일,98.34,92.61,96.37,98.96,98.26,72.92,61.13
23년07월18일,100.16,94.39,96.67,99.11,98.58,72.95,60.02
23년07월19일,100.24,94.47,98.47,100.9,100.41,74.37,62.14
23년07월20일,102.21,96.44,100.14,102.86,102.22,75.11,63.22
23년07월21일,103.61,97.84,101.38,104.33,103.69,76.39,63.56
23년07월22일,,,,,,,
23년07월23일,,,,,,,
23년07월24일,105.24,99.47,103.61,106.56,105.89,77.64,63.78
23년07월25일,104.94,99.17,105.04,108.0,107.27,78.16,64.38
23년07월26일,104.22,98.72,105.27,108.39,107.56,78.91,65.11
23년07월27일,106.1,100.6,107.9,111.36,110.53,79.38,66.44
23년07월28일,106.45,100.83,108.63,112.72,111.77,80.34,67.93
23년07월29일,,,,,,,
23년07월30일,,,,,,,
23년07월31일,106.82,101.2,110.37,115.31,114.31,81.76,69.89
23년08월01일,107.69,102.07,112.11,117.97,116.41,84.74,69.66
23년08월02일,105.23,99.61,113.14,119.93,118.19,88.68,70.21
23년08월03일,100.78,95.16,111.14,117.57,115.87,84.89,68.14
23년08월04일,103.38,97.76,114.66,120.19,118.55,87.49,69.76
23년08월05일,,,,,,,
23년08월06일,,,,,,,
23년08월07일,104.59,98.97,113.71,117.7,116.09,86.28,70.24
23년08월08일,104.51,98.89,112.15,115.43,113.67,84.59,70.58
23년08월09일,,,,,,,
23년08월10일,110.58,104.96,120.11,123.02,120.8,87.79,72.36
23년08월11일,109.18,103.56,117.9,120.79,118.58,86.93,70.69
23년08월12일,,,,,,,
23년08월13일,,,,,,,
23년08월14일,110.19,104.57,117.09,119.75,117.36,86.21,70.62
23년08월15일,109.1,103.48,116.23,118.62,116.68,85.94,69.57
23년08월16일,108.0,102.38,114.57,116.69,115.09,84.75,68.7
23년08월17일,107.27,101.65,115.46,116.78,115.18,84.48,68.49
23년08월18일,106.53,100.91,117.87,119.06,117.4,85.97,68.88
23년08월19일,,,,,,,
23년08월20일,,,,,,,
23년08월21일,107.42,101.8,119.61,120.93,119.27,87.31,70.38
23년08월22일,107.65,101.59,115.98,117.88,115.96,86.77,69.93
23년08월23일,109.24,103.28,117.19,119.17,116.99,84.74,69.87
23년08월24일,109.28,103.32,117.17,118.46,116.28,82.01,70.64
23년08월25일,111.45,104.95,120.0,120.62,118.44,82.94,71.08
23년08월26일,,,,,,,
23년08월27일,,,,,,,
23년08월28일,110.72,104.76,123.2,123.97,121.45,83.22,71.28
23년08월29일,109.26,103.3,120.13,121.24,118.15,82.66,71.12
23년08월30일,108.59,102.93,119.85,121.77,118.56,82.51,71.32
23년08월31일,107.84,102.28,116.71,118.27,115.17,81.67,71.1
23년09월01일,,,,,,,
23년09월02일,,,,,,,
23년09월03일,,,,,,,
23년09월04일,109.69,104.13,118.22,119.62,116.71,81.44,71.61
23년09월05일,108.81,103.35,118.98,120.46,117.86,80.92,70.37
23년09월06일,107.36,101.9,121.11,122.82,120.4,83.29,71.72
23년09월07일,109.28,103.14,120.82,122.03,119.75,85.13,72.58
23년09월08일,110.29,104.15,122.45,123.91,121.75,84.73,72.59
23년09월09일,,,,,,,
23년09월10일,,,,,,,
23년09월11일,110.8,104.66,123.65,125.05,122.83,84.72,73.81
23년09월12일,111.72,106.15,124.36,126.29,124.04,85.62,75.25
23년09월13일,113.58,107.19,124.47,126.33,123.91,87.27,75.87
23년09월14일,115.32,108.8,126.3,128.33,125.92,86.68,75.17
23년09월15일,118.28,111.76,128.33,131.39,128.79,86.99,75.23
23년09월16일,,,,,,,
23년09월17일,,,,,,,
23년09월18일,116.93,110.41,124.5,127.21,124.1,84.46,75.03
23년09월19일,114.15,108.67,122.18,124.34,121.17,82.43,75.64
23년09월20일,111.38,105.9,122.71,124.8,121.63,81.86,74.44
23년09월21일,108.99,103.73,123.84,125.84,122.67,80.92,74.26
23년09월22일,109.22,103.76,124.52,127.84,124.67,82.56,75.9
23년09월23일,,,,,,,
23년09월24일,,,,,,,
23년09월25일,107.54,102.08,122.93,127.1,123.93,83.07,75.37
23년09월26일,105.48,100.02,119.08,122.52,119.35,82.24,73.8
23년09월27일,106.45,100.99,121.73,125.6,122.44,85.87,75.24
23년09월28일,106.96,101.5,123.98,128.32,125.29,86.58,74.99
23년09월29일,103.11,98.3,123.5,128.2,125.11,83.43,73.99
23년09월30일,,,,,,,
23년10월01일,,,,,,,
23년10월02일,100.26,95.45,122.56,128.7,125.11,80.1,74.26
23년10월03일,99.09,94.28,118.99,124.5,120.84,76.94,72.95
23년10월04일,96.24,91.43,116.23,120.78,117.03,77.31,71.75
23년10월05일,94.02,88.91,110.42,114.35,110.49,73.21,69.21
23년10월06일,94.03,88.92,107.1,110.89,106.59,73.37,67.98
23년10월07일,,,,,,,
23년10월08일,,,,,,,
23년10월09일,97.88,92.77,111.21,115.74,111.09,76.73,69.62
23년10월10일,97.58,92.47,110.87,114.91,110.0,76.7,69.77
23년10월11일,98.29,93.18,113.5,117.47,112.74,76.74,69.59
23년10월12일,97.16,92.05,112.62,116.24,111.71,74.62,68.61
23년10월13일,97.7,92.59,114.3,118.57,114.45,74.76,68.9
23년10월14일,,,,,,,
23년10월15일,,,,,,,
23년10월16일,98.52,93.51,117.2,121.29,117.26,77.69,69.56
23년10월17일,98.3,93.29,115.59,119.43,115.27,77.42,68.91
23년10월18일,100.46,95.77,115.93,119.8,115.48,79.3,71.15
23년10월19일,99.98,95.29,113.25,117.43,112.95,78.49,71.07
23년10월20일,101.06,96.37,116.21,120.2,115.94,79.85,72.82
23년10월21일,,,,,,,
23년10월22일,,,,,,,
23년10월23일,101.58,96.89,115.57,119.69,115.6,77.05,72.03
23년10월24일,100.66,94.83,112.32,116.25,112.16,75.96,70.69
23년10월25일,100.3,94.47,110.04,113.08,108.99,74.58,70.01
23년10월26일,101.53,95.7,112.05,114.95,110.72,75.59,70.39
23년10월27일,102.5,96.67,112.82,115.92,111.54,75.22,69.81
23년10월28일,,,,,,,
23년10월29일,,,,,,,
23년10월30일,100.6,94.77,110.31,113.31,108.93,73.41,68.94
23년10월31일,98.39,93.31,109.41,112.35,108.05,72.79,68.52
23년11월01일,98.9,93.82,109.85,112.59,108.27,72.26,68.17
23년11월02일,99.39,94.31,110.56,113.41,108.98,73.35,68.42
23년11월03일,101.14,96.11,112.62,115.45,110.91,75.02,69.86
23년11월04일,,,,,,,
23년11월05일,,,,,,,
23년11월06일,100.52,95.49,110.3,112.33,107.9,74.0,69.47
23년11월07일,98.67,93.64,109.38,109.59,105.81,71.33,68.12
23년11월08일,98.36,92.56,106.25,105.97,102.54,69.42,67.31
23년11월09일,97.11,91.31,102.08,102.13,99.32,69.38,66.48
23년11월10일,99.5,93.01,100.9,101.26,98.55,69.65,67.29
23년11월11일,,,,,,,
23년11월12일,,,,,,,
23년11월13일,,,,,,,
23년11월14일,100.92,94.43,105.38,105.55,103.02,70.64,69.98
23년11월15일,99.06,92.57,105.12,105.1,102.76,72.09,69.85
23년11월16일,97.4,90.91,105.9,105.76,103.41,72.47,69.38
23년11월17일,92.7,86.21,101.34,101.08,98.62,71.37,67.5
23년11월18일,,,,,,,
23년11월19일,,,,,,,
23년11월20일,95.94,90.21,104.3,104.2,101.49,73.17,69.42
23년11월21일,97.02,91.29,106.05,105.72,103.02,73.01,69.65
23년11월22일,97.79,92.06,107.97,107.65,104.96,74.35,70.76
23년11월23일,97.45,91.72,106.23,105.18,102.48,72.75,70.62
23년11월24일,97.28,92.02,106.44,105.36,102.74,72.89,70.64
