기간,휘발유(95RON),휘발유(92RON),등유,경유(0.001%),경유(0.05%),고유황중유(180cst/3.5%),나프타
13년02월13일,135.8,132.79,137.42,137.23,135.53,102.36,115.12
13년02월14일,135.42,132.37,136.77,136.73,135.04,102.14,115.46
13년02월15일,135.88,132.83,136.4,136.98,135.15,101.71,117.26
13년02월16일,,,,,,,
13년02월17일,,,,,,,
13년02월18일,135.79,132.52,136.06,136.88,136.41,101.29,116.05
13년02월19일,135.13,131.91,135.58,136.3,134.45,100.66,113.81
13년02월20일,134.54,131.94,135.31,136.33,134.49,100.79,111.94
13년02월21일,132.74,129.68,132.65,133.81,131.97,99.06,108.96
13년02월22일,134.37,129.8,132.39,133.63,131.78,98.41,108.53
13년02월23일,,,,,,,
13년02월24일,,,,,,,
13년02월25일,133.65,129.96,132.57,133.93,131.98,98.88,109.83
13년02월26일,130.93,128.04,130.53,132.11,130.25,98.34,109.84
13년02월27일,130.17,127.34,129.77,131.42,129.64,98.09,110.53
13년02월28일,126.36,123.52,127.9,129.48,127.7,97.72,108.35
13년03월01일,126.4,123.38,126.42,128.04,126.26,96.78,107.52
13년03월02일,,,,,,,
13년03월03일,,,,,,,
13년03월04일,127.22,123.97,125.28,126.61,124.97,96.43,104.82
13년03월05일,125.07,122.12,125.68,126.97,125.43,97.23,103.07
13년03월06일,126.52,123.65,126.61,127.94,126.41,99.03,104.82
13년03월07일,124.31,121.37,125.8,127.63,125.91,98.74,103.24
13년03월08일,125.36,121.96,125.97,127.79,126.07,98.74,104.28
13년03월09일,,,,,,,
13년03월10일,,,,,,,
13년03월11일,125.72,122.03,125.18,127.05,125.33,98.96,104.29
13년03월12일,124.29,120.4,124.57,126.29,124.59,99.14,102.85
13년03월13일,124.42,120.42,124.9,126.64,124.92,98.68,102.74
13년03월14일,123.14,119.22,123.8,125.31,123.59,98.04,102.3
13년03월15일,123.57,119.86,123.68,125.06,123.34,99.16,101.84
13년03월16일,,,,,,,
13년03월17일,,,,,,,
13년03월18일,123.46,119.86,123.34,124.85,123.13,98.49,100.61
13년03월19일,123.45,120.02,122.95,124.86,123.14,98.54,99.78
13년03월20일,121.8,118.6,120.78,122.76,121.07,97.15,98.99
13년03월21일,122.64,119.48,121.0,123.39,121.7,97.22,99.8
13년03월22일,120.94,117.98,119.81,122.36,120.72,96.57,98.93
13년03월23일,,,,,,,
13년03월24일,,,,,,,
13년03월25일,121.87,118.82,120.48,122.72,121.08,97.02,100.13
13년03월26일,122.32,119.49,120.5,122.73,121.17,96.86,99.69
13년03월27일,123.6,120.91,121.0,123.0,121.46,97.78,100.55
13년03월28일,123.97,121.96,122.15,124.08,122.43,98.63,101.17
13년03월29일,,,,,,,
13년03월30일,,,,,,,
13년03월31일,,,,,,,
13년04월01일,124.0,121.76,121.78,123.43,121.7,98.27,100.19
13년04월02일,125.69,122.51,123.34,125.03,123.28,99.27,99.65
13년04월03일,122.25,119.42,123.48,125.46,123.81,98.43,98.79
13년04월04일,116.62,114.11,120.89,122.98,121.25,95.6,96.86
13년04월05일,115.98,113.69,119.66,121.99,120.3,95.64,96.54
13년04월06일,,,,,,,
13년04월07일,,,,,,,
13년04월08일,114.54,111.38,118.4,120.77,119.06,95.58,95.45
13년04월09일,114.55,111.92,118.91,121.05,119.45,95.88,95.7
13년04월10일,114.86,112.1,119.18,121.39,119.8,96.25,96.17
13년04월11일,112.72,110.0,118.5,121.05,119.47,96.15,94.02
13년04월12일,111.9,108.41,116.45,119.3,117.74,95.26,92.4
13년04월13일,,,,,,,
13년04월14일,,,,,,,
13년04월15일,109.57,106.56,114.02,116.65,115.01,93.78,90.15
13년04월16일,107.72,104.95,112.32,114.4,112.74,92.43,89.25
13년04월17일,109.88,106.95,112.05,114.07,112.25,93.11,90.33
13년04월18일,109.22,105.7,110.46,112.35,110.55,92.12,89.57
13년04월19일,111.58,107.98,112.07,114.44,112.4,92.86,90.3
13년04월20일,,,,,,,
13년04월21일,,,,,,,
13년04월22일,111.73,107.88,111.81,114.4,112.39,92.14,90.07
13년04월23일,110.37,106.44,111.57,114.48,112.55,91.64,89.59
13년04월24일,110.53,106.74,112.79,115.8,113.89,92.5,89.97
13년04월25일,111.96,108.23,113.78,116.69,114.71,93.35,91.29
13년04월26일,113.78,109.93,115.17,117.96,116.0,94.87,93.13
13년04월27일,,,,,,,
13년04월28일,,,,,,,
13년04월29일,113.97,110.12,114.75,117.15,115.23,95.13,92.67
13년04월30일,113.46,110.14,114.89,117.33,115.22,95.62,93.27
13년05월01일,,,,,,,
13년05월02일,109.14,105.82,111.84,114.13,112.11,93.84,89.6
13년05월03일,110.53,107.21,113.56,115.62,113.66,95.03,90.43
13년05월04일,,,,,,,
13년05월05일,,,,,,,
13년05월06일,112.83,109.5,115.61,117.78,115.88,96.82,92.07
13년05월07일,114.15,110.69,116.04,118.43,116.53,96.85,93.07
13년05월08일,113.49,110.03,115.95,118.7,116.8,96.18,94.09
13년05월09일,113.99,110.74,116.05,119.04,117.17,95.71,93.95
13년05월10일,115.55,112.35,116.36,119.55,117.65,94.8,94.5
13년05월11일,,,,,,,
13년05월12일,,,,,,,
13년05월13일,114.98,112.01,115.43,119.08,117.41,93.32,94.05
13년05월14일,114.4,111.43,115.31,118.8,117.13,92.64,94.22
13년05월15일,113.71,110.74,114.03,117.48,115.89,91.96,92.77
13년05월16일,113.95,110.98,114.38,117.67,116.27,93.18,92.86
13년05월17일,114.73,111.76,116.39,119.47,118.11,93.82,94.14
13년05월18일,,,,,,,
13년05월19일,,,,,,,
13년05월20일,114.9,112.01,117.31,120.16,118.93,93.88,94.96
13년05월21일,115.46,112.64,117.46,120.15,119.22,94.03,95.6
13년05월22일,114.97,111.42,116.03,118.66,117.73,93.6,93.54
13년05월23일,115.91,111.45,113.88,116.32,115.45,92.67,92.92
13년05월24일,,,,,,,
13년05월25일,,,,,,,
13년05월26일,,,,,,,
13년05월27일,116.02,112.17,114.6,116.89,116.18,93.49,93.98
13년05월28일,117.33,113.29,116.14,118.43,117.82,94.49,95.14
13년05월29일,116.68,113.16,116.83,119.09,118.53,94.94,95.42
13년05월30일,114.53,111.38,115.36,117.45,116.95,93.64,94.03
13년05월31일,115.1,111.91,114.15,116.19,115.69,93.4,93.47
13년06월01일,,,,,,,
13년06월02일,,,,,,,
13년06월03일,114.79,110.98,112.52,114.57,114.01,93.46,92.42
13년06월04일,116.31,112.37,114.24,116.42,116.0,94.16,94.62
13년06월05일,119.77,114.77,115.63,118.53,118.08,95.2,95.71
13년06월06일,118.31,114.29,115.8,118.6,118.24,95.12,94.84
13년06월07일,119.1,115.1,116.45,118.78,118.54,95.25,95.18
13년06월08일,,,,,,,
13년06월09일,,,,,,,
13년06월10일,119.83,116.33,116.55,118.92,118.73,95.47,94.64
13년06월11일,119.12,116.17,116.28,119.1,118.86,95.86,93.98
13년06월12일,117.78,115.13,115.86,118.62,118.55,96.29,93.61
13년06월13일,116.93,114.42,116.59,119.25,119.18,97.04,93.38
13년06월14일,118.51,116.04,119.17,121.9,121.79,97.52,95.37
13년06월15일,,,,,,,
13년06월16일,,,,,,,
13년06월17일,119.93,117.25,120.17,122.8,122.37,97.71,96.15
13년06월18일,118.36,115.64,118.87,121.51,120.95,97.71,94.58
13년06월19일,119.67,116.34,120.03,122.92,122.43,98.28,95.68
13년06월20일,118.58,115.75,118.35,121.34,120.81,97.04,94.33
13년06월21일,118.41,115.81,116.85,119.95,119.73,96.71,94.17
13년06월22일,,,,,,,
13년06월23일,,,,,,,
13년06월24일,117.04,114.38,114.22,117.57,117.37,94.54,93.08
13년06월25일,116.86,114.31,116.15,119.73,119.53,95.99,92.54
13년06월26일,115.47,112.93,116.14,119.59,119.22,94.4,92.87
13년06월27일,115.75,113.24,117.07,120.25,120.0,92.75,92.89
13년06월28일,116.48,113.8,118.04,121.35,121.11,93.12,93.18
13년06월29일,,,,,,,
13년06월30일,,,,,,,
13년07월01일,117.01,113.47,116.75,120.59,120.24,92.87,92.47
13년07월02일,118.36,114.86,116.63,120.41,119.87,92.6,93.91
13년07월03일,119.58,116.68,118.39,121.87,121.33,91.74,95.4
13년07월04일,120.09,117.59,118.95,123.06,122.46,92.76,95.72
13년07월05일,119.99,117.43,119.39,123.51,122.8,92.42,96.57
13년07월06일,,,,,,,
13년07월07일,,,,,,,
13년07월08일,120.46,117.78,120.48,124.44,123.65,93.44,97.14
13년07월09일,120.97,118.56,120.46,124.11,123.21,93.0,97.8
13년07월10일,125.8,121.5,121.19,124.64,123.49,92.59,99.16
13년07월11일,128.58,124.19,121.87,125.07,123.83,93.72,99.6
13년07월12일,128.34,123.94,121.18,124.22,122.8,92.61,99.16
13년07월13일,,,,,,,
13년07월14일,,,,,,,
13년07월15일,128.87,124.77,122.27,125.25,123.76,92.95,100.01
13년07월16일,128.21,124.23,122.68,125.68,124.21,92.96,100.52
13년07월17일,125.38,122.48,122.27,125.44,123.91,93.01,98.62
13년07월18일,124.99,121.86,123.3,126.82,125.13,93.91,99.01
13년07월19일,124.36,122.12,123.43,126.84,125.22,93.82,100.02
13년07월20일,,,,,,,
13년07월21일,,,,,,,
13년07월22일,122.86,120.82,123.78,126.88,125.26,93.74,98.94
13년07월23일,119.3,116.95,122.44,125.22,123.57,93.51,98.03
13년07월24일,119.44,117.09,122.51,125.32,123.67,93.97,98.13
13년07월25일,117.83,115.66,121.86,124.72,123.05,93.21,97.32
13년07월26일,117.29,115.12,122.0,124.8,123.16,92.79,97.69
13년07월27일,,,,,,,
13년07월28일,,,,,,,
13년07월29일,118.1,115.57,121.67,124.52,122.77,92.8,97.2
13년07월30일,117.78,115.45,122.07,124.64,122.89,93.47,97.82
13년07월31일,116.27,113.99,121.55,123.91,122.06,92.83,96.85
13년08월01일,117.38,114.98,123.06,125.31,123.44,91.97,97.36
13년08월02일,117.91,115.55,124.81,127.03,125.16,92.36,99.32
13년08월03일,,,,,,,
13년08월04일,,,,,,,
13년08월05일,116.31,113.91,124.35,126.7,124.73,92.57,99.36
13년08월06일,114.95,112.21,123.02,125.38,123.34,92.75,98.7
13년08월07일,115.44,112.7,122.33,124.6,122.65,91.97,98.07
13년08월08일,,,,,,,
13년08월09일,,,,,,,
13년08월10일,,,,,,,
13년08월11일,,,,,,,
13년08월12일,115.17,112.92,122.3,124.56,122.47,91.87,99.04
13년08월13일,117.18,114.93,124.42,125.84,123.75,93.3,100.66
13년08월14일,116.44,114.19,124.17,125.54,123.45,92.64,100.67
13년08월15일,116.6,114.35,125.22,126.69,124.57,93.88,101.92
13년08월16일,116.4,114.15,124.71,126.4,124.21,93.79,101.02
13년08월17일,,,,,,,
13년08월18일,,,,,,,
13년08월19일,117.51,114.95,125.04,126.84,124.62,94.21,101.64
13년08월20일,115.85,112.99,123.93,125.68,123.27,93.0,99.71
13년08월21일,115.41,113.09,123.98,125.51,123.08,92.96,100.36
13년08월22일,115.16,112.74,124.6,125.97,123.53,93.38,100.62
13년08월23일,115.99,113.57,124.18,125.59,123.11,93.45,101.66
13년08월24일,,,,,,,
13년08월25일,,,,,,,
13년08월26일,117.34,114.92,124.63,125.92,123.44,93.08,102.67
13년08월27일,117.1,114.68,124.7,125.88,123.55,93.18,102.04
13년08월28일,121.26,118.78,128.8,129.85,127.37,95.16,105.32
13년08월29일,121.67,119.19,128.41,129.11,126.69,95.76,105.56
13년08월30일,121.07,118.59,127.96,128.93,126.41,94.56,104.42
13년08월31일,,,,,,,
13년09월01일,,,,,,,
13년09월02일,120.78,117.63,125.81,127.27,124.8,93.72,104.44
13년09월03일,121.59,118.81,126.01,128.14,125.67,93.6,105.51
13년09월04일,121.59,118.51,126.72,128.79,126.31,94.56,105.59
13년09월05일,121.87,118.57,126.52,128.32,125.84,94.23,105.2
13년09월06일,121.3,117.8,126.58,128.33,125.86,93.76,105.63
13년09월07일,,,,,,,
13년09월08일,,,,,,,
13년09월09일,120.44,117.61,126.88,128.68,126.21,94.04,105.93
13년09월10일,117.14,114.41,125.22,126.98,124.52,92.79,104.13
13년09월11일,115.38,112.86,124.17,125.86,123.43,92.4,103.84
13년09월12일,114.82,112.34,124.32,126.29,123.81,93.17,103.39
13년09월13일,116.42,113.74,124.68,126.97,124.44,93.73,104.05
13년09월14일,,,,,,,
13년09월15일,,,,,,,
13년09월16일,116.22,113.65,124.67,127.27,124.71,94.17,104.81
13년09월17일,115.15,112.18,123.17,125.7,123.2,93.67,103.02
13년09월18일,112.56,110.05,121.54,124.04,121.44,92.84,101.51
13년09월19일,117.49,114.49,124.04,126.16,123.46,94.49,102.49
13년09월20일,117.64,113.76,122.65,124.66,121.97,94.37,101.41
13년09월21일,,,,,,,
13년09월22일,,,,,,,
13년09월23일,115.93,113.22,122.19,124.36,121.7,94.22,100.89
13년09월24일,115.07,112.35,120.57,123.29,120.71,93.85,99.76
13년09월25일,116.0,112.88,121.48,124.06,121.52,94.53,99.78
13년09월26일,115.4,112.27,121.27,124.04,121.44,94.05,99.27
13년09월27일,116.34,112.31,121.95,124.89,122.38,94.95,99.39
13년09월28일,,,,,,,
13년09월29일,,,,,,,
13년09월30일,114.35,110.4,120.82,123.81,121.52,94.6,97.97
13년10월01일,113.73,109.97,120.79,124.18,121.99,94.39,97.52
13년10월02일,112.38,109.25,120.78,124.07,121.94,94.44,97.11
13년10월03일,114.38,111.19,122.65,125.99,123.86,96.2,98.56
13년10월04일,114.38,111.18,122.84,125.82,123.8,95.15,98.28
13년10월05일,,,,,,,
13년10월06일,,,,,,,
13년10월07일,113.13,110.25,121.88,124.67,122.96,94.07,96.7
13년10월08일,114.84,111.94,123.31,126.46,124.75,93.17,98.75
13년10월09일,115.06,112.29,123.63,126.63,125.16,94.39,99.02
13년10월10일,114.86,112.3,123.68,127.01,125.47,94.54,99.68
13년10월11일,116.32,114.06,123.67,127.36,125.92,95.6,101.27
13년10월12일,,,,,,,
13년10월13일,,,,,,,
13년10월14일,116.0,113.9,125.03,127.78,126.4,95.4,101.27
13년10월15일,,,,,,,
13년10월16일,115.04,112.94,124.14,126.19,124.75,94.26,101.12
13년10월17일,116.08,113.54,124.73,126.6,124.92,95.06,102.22
13년10월18일,114.33,111.96,123.45,125.17,123.4,94.67,101.49
13년10월19일,,,,,,,
13년10월20일,,,,,,,
13년10월21일,115.12,112.77,124.34,126.06,124.29,95.28,102.1
13년10월22일,115.16,112.87,123.97,125.97,124.27,94.82,102.06
13년10월23일,114.0,111.83,123.05,124.97,123.29,94.22,101.05
13년10월24일,113.03,110.56,122.04,124.01,122.34,94.62,99.56
13년10월25일,112.26,109.52,120.75,122.73,121.18,94.22,99.49
13년10월26일,,,,,,,
13년10월27일,,,,,,,
13년10월28일,113.11,110.21,121.84,124.01,122.48,94.77,100.2
13년10월29일,114.32,111.42,123.29,125.84,124.29,95.54,101.63
13년10월30일,113.96,110.38,123.28,125.45,123.83,95.56,101.93
13년10월31일,114.3,110.9,123.81,125.84,124.16,96.16,103.33
13년11월01일,114.71,111.05,124.11,126.72,125.04,95.22,104.68
13년11월02일,,,,,,,
13년11월03일,,,,,,,
13년11월04일,112.2,108.59,121.67,124.34,122.66,93.95,102.96
13년11월05일,111.4,108.25,120.95,123.78,122.01,93.42,102.33
13년11월06일,111.6,108.38,120.86,123.54,121.79,93.12,101.58
13년11월07일,111.73,108.49,120.46,123.23,121.32,92.12,100.39
13년11월08일,112.16,107.85,119.48,122.55,120.52,91.73,100.12
13년11월09일,,,,,,,
13년11월10일,,,,,,,
13년11월11일,113.48,109.94,120.22,123.14,120.97,92.46,102.44
13년11월12일,113.58,111.0,120.93,123.71,120.94,92.51,102.69
13년11월13일,113.5,110.92,120.58,122.97,120.2,91.3,102.67
13년11월14일,115.96,112.96,121.43,124.05,121.28,91.57,104.3
13년11월15일,116.93,114.12,122.14,124.95,122.25,92.42,104.2
13년11월16일,,,,,,,
13년11월17일,,,,,,,
13년11월18일,115.7,112.9,122.3,124.85,122.17,93.18,103.33
13년11월19일,115.49,112.76,121.68,124.25,121.78,93.35,102.92
13년11월20일,114.88,111.83,121.69,124.38,122.03,92.94,103.26
13년11월21일,116.09,113.04,122.54,125.89,123.53,93.57,104.68
13년11월22일,118.0,115.14,124.15,128.01,125.63,93.86,106.34
13년11월23일,,,,,,,
13년11월24일,,,,,,,
13년11월25일,116.73,114.08,124.04,127.93,125.55,93.16,105.42
13년11월26일,116.96,115.02,125.92,129.31,127.24,93.31,105.98
13년11월27일,117.18,115.04,126.63,129.84,127.59,93.94,106.07
13년11월28일,117.46,114.92,126.98,130.17,127.98,94.11,105.5
13년11월29일,116.89,114.42,126.48,129.87,127.73,93.86,105.6
13년11월30일,,,,,,,
13년12월01일,,,,,,,
13년12월02일,115.88,113.49,126.85,128.03,129.8,93.69,106.09
13년12월03일,116.87,114.25,127.66,130.03,128.32,93.69,107.98
13년12월04일,118.24,115.7,128.44,130.52,128.89,93.37,108.76
13년12월05일,117.67,114.87,127.78,129.1,127.78,94.07,107.82
13년12월06일,118.27,115.78,127.55,128.59,127.55,93.58,107.01
13년12월07일,,,,,,,
13년12월08일,,,,,,,
13년12월09일,119.16,116.4,127.46,127.77,126.6,94.09,107.13
13년12월10일,117.83,115.25,126.18,126.05,124.92,93.68,105.58
13년12월11일,117.55,115.2,126.42,126.17,124.98,93.97,105.63
13년12월12일,117.89,115.54,126.73,126.47,125.35,94.26,106.45
13년12월13일,116.52,114.28,125.05,125.24,124.24,93.44,106.27
13년12월14일,,,,,,,
13년12월15일,,,,,,,
13년12월16일,116.97,114.46,125.23,125.43,124.64,94.37,106.5
13년12월17일,117.55,114.69,125.28,125.97,125.23,94.61,106.76
13년12월18일,117.06,114.06,124.58,125.69,124.71,93.8,106.58
13년12월19일,117.98,114.36,125.53,126.55,125.35,94.1,107.74
13년12월20일,119.33,115.83,126.59,126.99,125.87,94.95,108.26
13년12월21일,,,,,,,
13년12월22일,,,,,,,
13년12월23일,121.18,117.53,127.62,128.26,127.18,95.93,109.38
13년12월24일,120.75,117.28,126.75,127.86,126.59,95.68,108.74
13년12월25일,,,,,,,
13년12월26일,121.92,119.09,126.88,128.18,126.74,95.73,108.83
13년12월27일,121.85,118.84,127.04,128.35,126.68,95.91,109.11
13년12월28일,,,,,,,
13년12월29일,,,,,,,
13년12월30일,122.72,119.71,127.97,128.94,127.32,96.29,109.74
13년12월31일,121.29,118.02,126.32,127.41,125.71,95.94,108.41
14년01월01일,,,,,,,
14년01월02일,122.25,118.57,126.13,127.09,125.27,95.17,108.33
14년01월03일,119.54,115.86,123.62,124.13,122.27,93.96,106.6
14년01월04일,,,,,,,
14년01월05일,,,,,,,
14년01월06일,117.92,114.3,122.47,123.21,121.35,93.27,105.1
14년01월07일,118.0,114.46,122.09,123.55,121.76,93.41,105.15
14년01월08일,118.15,114.65,121.93,123.58,121.74,93.02,105.44
14년01월09일,117.85,114.02,121.63,123.26,121.42,93.66,105.83
14년01월10일,117.64,114.07,121.32,123.15,121.23,94.0,106.38
14년01월11일,,,,,,,
14년01월12일,,,,,,,
14년01월13일,118.43,115.37,121.05,122.78,121.07,94.01,105.96
14년01월14일,117.2,114.28,120.32,122.15,120.43,94.02,104.08
14년01월15일,116.37,113.19,119.9,121.54,119.94,93.62,103.14
14년01월16일,116.87,113.82,120.03,121.94,120.28,94.28,103.19
14년01월17일,116.09,113.31,120.19,121.94,120.36,94.58,102.02
14년01월18일,,,,,,,
14년01월19일,,,,,,,
14년01월20일,116.25,113.47,120.57,122.19,120.72,94.18,102.15
14년01월21일,117.63,114.42,121.02,122.8,121.35,94.34,102.91
14년01월22일,117.57,114.48,120.96,122.64,121.21,94.69,104.06
14년01월23일,118.81,115.69,121.43,123.23,121.78,95.0,105.0
14년01월24일,118.51,114.92,121.44,123.24,121.94,94.41,104.66
14년01월25일,,,,,,,
14년01월26일,,,,,,,
14년01월27일,118.38,114.85,121.89,123.35,122.28,94.42,104.56
14년01월28일,117.48,114.03,121.27,122.52,121.45,94.56,103.1
14년01월29일,117.6,114.28,121.95,122.92,122.01,95.11,102.52
14년01월30일,118.21,114.95,122.19,123.0,122.07,95.55,102.9
14년01월31일,,,,,,,
14년02월01일,,,,,,,
14년02월02일,,,,,,,
14년02월03일,116.02,113.06,120.96,121.97,121.04,94.26,102.1
14년02월04일,115.49,112.6,120.64,121.77,120.79,93.34,102.22
14년02월05일,115.49,112.39,120.81,122.35,121.47,93.29,101.46
14년02월06일,115.86,112.72,120.91,122.39,121.59,92.93,101.29
14년02월07일,117.07,113.93,121.79,122.96,122.15,93.46,101.96
14년02월08일,,,,,,,
14년02월09일,,,,,,,
14년02월10일,119.78,117.12,123.42,124.65,123.88,94.12,102.69
14년02월11일,120.12,117.32,123.27,124.52,123.78,93.45,101.92
14년02월12일,120.69,118.04,123.03,124.55,123.81,94.35,101.81
14년02월13일,120.08,117.04,122.25,123.75,123.01,94.15,100.83
14년02월14일,120.39,117.37,122.23,123.94,123.2,94.47,101.27
14년02월15일,,,,,,,
14년02월16일,,,,,,,
14년02월17일,121.32,118.38,123.22,124.92,124.2,94.51,102.3
14년02월18일,121.0,117.82,123.33,125.11,124.41,94.42,102.31
14년02월19일,121.63,118.17,124.36,126.08,125.45,95.12,102.88
14년02월20일,120.72,117.81,124.59,126.15,125.57,95.25,102.56
14년02월21일,121.38,118.29,124.89,126.16,125.61,95.4,102.52
14년02월22일,,,,,,,
14년02월23일,,,,,,,
14년02월24일,121.44,118.58,124.11,125.52,124.85,94.9,103.12
14년02월25일,122.12,119.06,123.91,125.37,124.64,94.74,104.36
14년02월26일,121.0,118.04,122.89,124.38,123.68,94.02,103.34
14년02월27일,120.91,117.95,122.59,124.3,123.64,93.57,102.89
14년02월28일,120.8,117.48,121.57,123.7,123.04,93.25,102.72
14년03월01일,,,,,,,
14년03월02일,,,,,,,
14년03월03일,123.07,119.85,123.64,125.93,125.25,95.17,104.72
14년03월04일,121.62,118.31,122.45,124.63,123.88,93.59,103.29
14년03월05일,121.31,118.13,121.9,124.12,123.4,92.42,102.13
14년03월06일,120.08,117.1,120.32,122.62,121.86,92.09,101.1
14년03월07일,121.09,118.07,120.19,122.59,121.71,92.44,101.04
14년03월08일,,,,,,,
14년03월09일,,,,,,,
14년03월10일,121.08,118.14,120.34,122.68,121.85,92.52,101.12
14년03월11일,121.08,118.0,120.37,122.72,121.87,92.36,101.68
14년03월12일,120.17,117.45,119.82,121.97,121.1,92.33,101.62
14년03월13일,119.94,117.27,119.37,121.55,120.58,92.99,102.14
14년03월14일,119.29,116.71,118.99,121.22,120.17,93.02,102.24
14년03월15일,,,,,,,
14년03월16일,,,,,,,
14년03월17일,118.84,116.75,119.44,122.16,121.11,93.29,102.27
14년03월18일,117.19,115.06,117.82,120.95,119.95,92.49,100.96
14년03월19일,117.4,115.12,118.18,121.18,120.21,92.8,100.99
14년03월20일,116.55,114.23,118.2,121.11,120.08,92.85,101.29
