brand,facility_type_raw,name,address,lon,lat,facility_type,source_path,geocode_source,geocode_status,facility_id,coord_valid
sk,대리점,OK LPG충전소,충남 부여군 부여읍 가탑리 188-5,126.9351551069771,36.27815890184307,agency,/content/drive/MyDrive/Data_analysis/The appropriateness of domestic oil prices compared to international oil prices/산업부/data collection/z_pa_facility/final/facility_data.csv,geocode_api_gimi9,ok,F000068,True
sk,대리점,SK네트웍스,서울 양천구 목2동 114-1,126.8805706,37.5473741,agency,/content/drive/MyDrive/Data_analysis/The appropriateness of domestic oil prices compared to international oil prices/산업부/data collection/z_pa_facility/final/facility_data.csv,geocode_api_naver,ok,F000069,True
sk,대리점,SK영강LPG충전소,경북 문경 산양면 반곡리 636-3,128.21462159727278,36.61238449650035,agency,/content/drive/MyDrive/Data_analysis/The appropriateness of domestic oil prices compared to international oil prices/산업부/data collection/z_pa_facility/final/facility_data.csv,geocode_api_gimi9,ok,F000070,True
sk,대리점,㈜건화,경기 포천군 소흘읍 이동교리 563-4,127.12096144855752,37.782962172490365,agency,/content/drive/MyDrive/Data_analysis/The appropriateness of domestic oil prices compared to international oil prices/산업부/data collection/z_pa_facility/final/facility_data.csv,geocode_api_gimi9,ok,F000071,True
sk,대리점,㈜공항석유,서울시 강서구 공항동 18-78 범천빌딩,126.8127340414878,37.563976359199785,agency,/content/drive/MyDrive/Data_analysis/The appropriateness of domestic oil prices compared to international oil prices/산업부/data collection/z_pa_facility/final/facility_data.csv,geocode_api_gimi9,ok,F000072,True
sk,대리점,㈜공항석유 가평휴게서(춘천방향),경기도 가평군 설악면 미사리 149,127.54604774151944,37.70186842228289,agency,/content/drive/MyDrive/Data_analysis/The appropriateness of domestic oil prices compared to international oil prices/산업부/data collection/z_pa_facility/final/facility_data.csv,geocode_api_gimi9,ok,F000073,True
sk,대리점,㈜공항석유 가평휴게소(서울방향),경기도 가평군 설악면 미사리 64-28,127.5418919,37.7040939,agency,/content/drive/MyDrive/Data_analysis/The appropriateness of domestic oil prices compared to international oil prices/산업부/data collection/z_pa_facility/final/facility_data.csv,geocode_api_naver,ok,F000074,True
sk,대리점,㈜대광석유,전북 전주시 덕진구 서노송동 658-22,,,agency,/content/drive/MyDrive/Data_analysis/The appropriateness of domestic oil prices compared to international oil prices/산업부/data collection/z_pa_facility/final/facility_data.csv,geocode_api_naver,Naver 결과 없음,F000075,False
sk,대리점,㈜대창E&T,광주 서구 치평동 1217,126.84984604822804,35.154949239970065,agency,/content/drive/MyDrive/Data_analysis/The appropriateness of domestic oil prices compared to international oil prices/산업부/data collection/z_pa_facility/final/facility_data.csv,geocode_api_gimi9,ok,F000076,True
sk,대리점,㈜아스탑,서울시 강서구 방화동 829 오피앙2오피스텔 917호,126.8124659492658,37.57836016819873,agency,/content/drive/MyDrive/Data_analysis/The appropriateness of domestic oil prices compared to international oil prices/산업부/data collection/z_pa_facility/final/facility_data.csv,geocode_api_gimi9,ok,F000077,True
sk,대리점,㈜월드에너지,"인천시 계양구 계산동 1081-4,5 유연프라자 605호",126.73725380114792,37.53525586641,agency,/content/drive/MyDrive/Data_analysis/The appropriateness of domestic oil prices compared to international oil prices/산업부/data collection/z_pa_facility/final/facility_data.csv,geocode_api_gimi9,ok,F000078,True
