p,q,aic,bic,stable,intl_block_p,lb_pvalue,lb_lag,n_obs,train_lb_pass,train_intl_pass
15,20,-4278.673262827778,-4013.752251788496,True,2.9337077473063957e-14,0.2901564837486052,20,1095,True,True
20,14,-4273.639408986546,-4013.716907589515,True,8.146321693820146e-13,0.13746829872963426,25,1095,True,True
17,4,-4208.49028003561,-4013.548403987837,True,2.389368236613804e-06,0.038256820793707146,22,1095,False,True
16,5,-4208.429931864645,-4013.488055816872,True,6.922813435761041e-06,0.03956016148275904,21,1095,False,True
8,4,-4163.316454967796,-4013.361165700278,True,3.188731576426698e-07,7.281062106030221e-08,14,1095,False,True
14,21,-4278.1296895654405,-4013.2086785261586,True,3.259069837134739e-14,0.2714710872447541,19,1095,True,True
17,17,-4273.106575664199,-4013.184074267168,True,5.664883230041665e-12,0.3793889181619883,22,1095,True,True
20,13,-4267.915411302376,-4012.9914195475953,True,5.0448292978803743e-11,0.11928448989835864,25,1095,True,True
8,21,-4247.745106309787,-4012.8151531240087,True,1.9657041200938963e-13,4.782833290065662e-06,14,1095,False,True
15,6,-4207.565178890108,-4012.6233028423344,True,1.5381340197164385e-05,0.07994430771380964,20,1095,True,True
21,12,-4267.515696777888,-4012.591705023107,True,2.271544273591683e-11,0.09720916101013405,26,1095,True,True
15,19,-4272.510226322096,-4012.587724925065,True,3.224937837622749e-13,0.25705959387003446,20,1095,True,True
12,1,-4166.896029038662,-4011.9422301288937,True,0.0011286713730903571,0.10698138336106819,17,1095,True,True
23,8,-4256.832221947946,-4011.9052494776665,True,7.670946198016293e-09,0.049027441471220436,28,1095,False,True
13,19,-4261.563703047084,-4011.6382209345543,True,2.697000371967549e-13,0.005407202366130258,18,1095,False,True
22,11,-4266.342915958656,-4011.418924203875,True,1.7118826138223792e-10,0.08746684654278607,27,1095,True,True
17,3,-4201.186316811978,-4011.2429504064553,True,4.902389703078127e-07,0.07291168074436119,22,1095,True,True
8,3,-4156.110998035821,-4011.1542184105533,True,7.398444520597421e-08,5.695045178154164e-08,14,1095,False,True
21,10,-4255.743934600723,-4010.8169621304437,True,1.8780162542888048e-08,0.05942205644421406,26,1095,True,True
18,4,-4210.038613626097,-4010.098227936073,True,2.3450749984873035e-06,0.036152003082591457,23,1095,False,True
9,23,-4259.985566006736,-4010.060083894206,True,1.7305640660738286e-13,0.003064294366361418,14,1095,False,True
8,2,-4149.977763201473,-4010.0194932184563,True,1.4459825839624992e-07,1.2007991577072e-08,14,1095,False,True
14,1,-4174.888505134677,-4009.9376869404073,True,0.0022774878955139463,0.3727428780049723,19,1095,True,True
20,15,-4274.836933049489,-4009.915922010207,True,1.953623520444206e-12,0.13536339836007974,25,1095,True,True
22,9,-4254.331794935685,-4009.4048224654057,True,1.4444130420627622e-08,0.041744695947674805,27,1095,False,True
13,20,-4264.299622417137,-4009.375630662356,True,3.6172164199625026e-14,0.011415177136776186,18,1095,False,True
17,2,-4193.9864784184065,-4009.0416216551343,True,4.1512586223982495e-07,0.13177267002962129,22,1095,True,True
12,21,-4263.951935538103,-4009.027943783322,True,1.4278752330350527e-13,0.025418480199553624,17,1095,False,True
10,23,-4263.868408276782,-4008.9444165220016,True,1.5187407190902923e-13,0.02754316095656556,15,1095,False,True
11,22,-4263.838793773239,-4008.914802018458,True,9.566831403847008e-14,0.025211401434850716,16,1095,False,True
19,16,-4273.621199518436,-4008.700188479154,True,2.207052005554089e-12,0.2395229934437602,24,1095,True,True
16,20,-4278.517091452784,-4008.597570771252,True,1.0156462257866454e-14,0.3931217489339686,21,1095,True,True
21,14,-4273.369772759503,-4008.448761720221,True,8.426785973401364e-13,0.13142346627287985,26,1095,True,True
18,17,-4273.0881845223375,-4008.1671734830556,True,3.5271137308272685e-12,0.30716773610297654,23,1095,True,True
15,21,-4277.917529794578,-4007.998009113045,True,5.724234702142094e-15,0.3393682942746753,20,1095,True,True
23,11,-4267.6273805812425,-4007.704879184211,True,1.7159312566804444e-10,0.1130906702450411,28,1095,True,True
21,13,-4267.584652266987,-4007.662150869956,True,8.027067553389142e-11,0.08641586265480933,26,1095,True,True
18,3,-4202.5870879877475,-4007.645211939974,True,5.173415511626598e-07,0.05834189683869961,23,1095,True,True
20,7,-4232.45261357699,-4007.519679675713,True,7.791430085551956e-06,0.04688167391218398,25,1095,False,True
16,6,-4207.335611113003,-4007.3952254229794,True,1.5334187723068053e-05,0.041681342134814225,21,1095,False,True
16,19,-4272.243960789373,-4007.322949750091,True,1.3228463837475273e-13,0.35084906684269607,21,1095,True,True
17,18,-4272.229515963494,-4007.3085049242122,True,1.6227012159676562e-13,0.34971547705887046,22,1095,True,True
10,26,-4276.670389460126,-4006.7508687785935,True,1.3526994881555604e-14,0.06120211164444583,15,1095,True,True
17,5,-4206.493958052186,-4006.553572362162,True,6.796359730845423e-06,0.03853724552190512,22,1095,False,True
14,22,-4276.350356195164,-4006.4308355136313,True,2.1164200512981873e-14,0.26975441988356413,19,1095,True,True
8,5,-4161.323926804633,-4006.3701278948643,True,9.910010522226305e-07,7.523934783729566e-08,14,1095,False,True
23,9,-4255.98990192915,-4006.0644198166196,True,1.1674984024147761e-08,0.05899874343096954,28,1095,True,True
