date,dom_chg,dom_level,prev_dom_level,fitted_chg,fitted_level,err_chg,err_level
2020-02-15,-3.5494162881649416,547.72,567.51,-1.4334432265616903,559.4330935793016,-2.1159730616032513,-11.713093579301585
2020-02-22,-0.6263642023878191,544.3,547.72,2.7769181370717493,563.1428853999013,-3.4032823394595684,-18.84288539990132
2020-02-29,-2.7964079632070593,529.29,544.3,-2.170174554195057,532.6149910466568,-0.6262334090120025,-3.3249910466568053
2020-03-07,0.24531091291892793,530.59,529.29,-1.6478197223828985,520.6397212252516,1.8931306353018265,9.950278774748426
2020-03-14,-12.413337374477784,468.65,530.59,-8.943088390478636,485.19880348012464,-3.4702489839991486,-16.54880348012466
2020-03-21,-12.370043429458288,414.12,468.65,-18.282250096023073,390.34607609113135,5.912206666564785,23.773923908868653
2020-03-28,-17.200119075453735,348.68,414.12,-24.83307840690505,323.05578032872836,7.632959331451314,25.624219671271646
2020-04-04,-15.84378958995405,297.59,348.68,-17.921657780118913,291.4702721747611,2.077868190164864,6.119727825238897
2020-04-11,4.182287121049999,310.3,297.59,-3.7065032878081947,286.76173157138663,7.888790408858194,23.538268428613378
2020-04-18,-3.806636838623234,298.71,310.3,-5.568627605298073,293.49285516206186,1.7619907666748391,5.217144837938122
2020-04-25,-8.474054524541241,274.44,298.71,-7.811680959828254,276.2638516984717,-0.6623735647129871,-1.8238516984716853
2020-05-02,-10.530383618428196,247.01,274.44,-7.350721311954148,254.99028456898657,-3.1796623064740483,-7.980284568986576
2020-05-09,8.891906054227317,269.98,247.01,11.547237724246795,277.24489106439535,-2.6553316700194785,-7.264891064395329
2020-05-16,11.637453251385477,303.3,269.98,11.399351540831544,302.5786965705623,0.23810171055393248,0.7213034294377394
2020-05-23,9.483049159245827,333.47,303.3,13.175964954446929,346.01497838092166,-3.6929157952011025,-12.544978380921634
2020-05-30,6.146568774510097,354.61,333.47,7.334670763909702,358.848256011184,-1.1881019893996045,-4.238256011183978
2020-06-06,8.520730098317753,386.15,354.61,6.394435729633361,378.02599055143094,2.126294368684391,8.12400944856904
2020-06-13,9.105171691192204,422.96,386.15,8.394517818583294,419.96487347692846,0.7106538726089102,2.9951265230715194
2020-06-20,-0.25329953769288593,421.89,422.96,4.353708102587427,441.78118058988144,-4.607007640280313,-19.891180589881458
2020-06-27,-0.7972151737742017,418.54,421.89,2.0110674080343287,430.4603815145324,-2.8082825818085304,-11.92038151453238
2020-07-04,-3.0123782379501307,406.12,418.54,-1.876680867241274,410.75858444544156,-1.1356973707088567,-4.638584445441552
2020-07-11,3.3891702321552586,420.12,406.12,3.1472476801972977,419.1048633920115,0.24192255195796086,1.0151366079884951
2020-07-18,-0.5178576609409902,417.95,420.12,0.4006157592341111,421.8064427498896,-0.9184734201751013,-3.8564427498895952
2020-07-25,1.286107278142623,423.36,417.95,-0.4972714829490765,415.8768127935248,1.7833787610916996,7.483187206475236
2020-08-01,-7.298934692902659,393.56,423.36,-2.413846944854759,413.26308980886523,-4.8850877480479,-19.70308980886523
2020-08-08,6.894205202308612,421.65,393.56,5.518362848562275,415.88848627327957,1.3758423537463367,5.761513726720409
2020-08-15,1.5858409610096658,428.39,421.65,3.525868676001332,436.78202532911246,-1.940027714991666,-8.392025329112471
2020-08-22,-0.8439066469741796,424.79,428.39,1.0425026973401215,432.8793373779616,-1.886409344314301,-8.089337377961556
2020-08-29,-4.2118573001338255,407.27,424.79,-0.31551400685286446,423.4518402011941,-3.896343293280961,-16.18184020119412
2020-09-05,-0.7640774627468261,404.17,407.27,2.6022022530645916,418.00708355722236,-3.3662797158114177,-13.837083557222343
2020-09-12,2.061878226252656,412.59,404.17,2.755766706186451,415.46287021014155,-0.6938884799337952,-2.8728702101415706
2020-09-19,-3.4470868523399645,398.61,412.59,-2.6687826386951303,401.72450285756867,-0.7783042136448342,-3.1145028575686524
2020-09-26,-2.2401017877448304,389.78,398.61,0.2781795367522649,399.7203951814788,-2.5182813244970954,-9.940395181478834
2020-10-03,-3.830984483180533,375.13,389.78,-0.6662690347573959,387.19164882257206,-3.164715448423137,-12.061648822572067
