p,q,aic,bic,stable,intl_block_p,lb_pvalue,lb_lag,n_obs,train_lb_pass,train_intl_pass
12,9,508.6887528031882,612.3838570496724,True,2.0282481360265293e-53,0.005350122177894616,17,156,False,True
23,5,487.36573003635124,612.4098263335823,True,5.1194827793229206e-45,0.0021124083385341583,28,156,False,True
14,13,490.45589885905497,612.4501391490364,True,9.326619452275283e-54,0.10608479218001121,19,156,True,True
8,10,518.1469855645048,612.6925217892405,True,2.1631305013361866e-58,0.02117031963648753,13,156,False,True
18,3,510.32847960636445,614.0235838528487,True,1.5692585326969694e-47,0.0007086242763857062,23,156,False,True
20,9,486.06101941115446,614.154971715635,True,3.3124280747610945e-47,0.002604925308797922,25,156,False,True
11,11,507.4162543440676,614.1612145978014,True,5.011729327256084e-56,0.02160272937553158,16,156,False,True
10,12,507.4237927638671,614.1687530176009,True,8.848358629960743e-58,0.025034675683812527,15,156,False,True
9,15,501.6804868241617,614.5251590923946,True,7.72549183385422e-55,0.01819666264209145,14,156,False,True
13,14,492.57261776917824,614.5668580591597,True,2.568051925241241e-53,0.126597262756486,18,156,True,True
8,12,514.1686805253644,614.8139287645992,True,4.347536771461842e-59,0.056329382621265134,13,156,True,True
18,12,483.68850867433935,614.8323169860694,True,5.391386003505855e-50,0.007395199412699218,23,156,False,True
17,13,483.68934947698716,614.8331577887172,True,3.615266625567484e-52,0.016799459211741526,22,156,False,True
19,11,483.91763112074113,615.0614394324712,True,9.072390400214508e-49,0.008696721317139472,24,156,False,True
12,10,508.5125851022762,615.25754535601,True,3.0900309320611242e-55,0.014288324048591514,17,156,False,True
9,13,508.51260296479495,615.2575632185287,True,4.975260068893703e-58,0.03556967864753088,14,156,False,True
21,8,487.1855249047168,615.2794772091974,True,5.834232068397149e-45,0.0008564207851186165,26,156,False,True
8,6,532.9555696790883,615.3016818748258,True,8.271409310043763e-43,0.005756538471309539,13,156,False,True
15,14,487.50432434786217,615.5982766523427,True,2.4000833968029823e-53,0.03120577995126707,20,156,False,True
19,10,487.71902369170687,615.8129759961874,True,6.314821047167403e-48,0.0007917359024368351,24,156,False,True
9,16,499.94743300615494,615.8419612816374,True,1.0482827540797795e-53,0.030334382838676052,14,156,False,True
20,3,506.07546678529314,615.8702830462764,True,1.792488936758891e-46,4.255490831517721e-05,25,156,False,True
14,14,490.8585769270615,615.9026732242926,True,1.7450770185564256e-53,0.056738751750217316,19,156,True,True
8,8,527.4604643216896,615.9062885319262,True,3.8946406957454794e-48,0.022175619679597445,13,156,False,True
10,3,536.7060783196152,616.0023345081033,True,8.854188797365811e-46,9.78186702279369e-05,15,156,False,True
9,14,506.65271832508813,616.4475345860715,True,1.2260876095516401e-55,0.03488773326325188,14,156,False,True
22,7,488.379710078386,616.4736623828666,True,3.37488179205325e-44,0.0015454920926432554,27,156,False,True
13,15,491.5488069105362,616.5929032077672,True,1.0377168736656584e-54,0.1535879675849361,18,156,True,True
23,4,494.72690856918416,616.7211488591656,True,2.5043349028811696e-46,0.00021563770950686181,28,156,False,True
8,4,540.530147876143,616.7765480573814,True,5.171319760326032e-44,0.0029791558093749206,13,156,False,True
16,13,488.6886087889352,616.7825610934158,True,8.086010455741063e-54,0.0356492224341221,21,156,False,True
19,3,510.10138717454976,616.8463474282836,True,1.9077557168514176e-47,3.514130996004956e-05,24,156,False,True
12,15,494.9933986283275,616.987638918309,True,4.611689910727941e-56,0.14700686457139844,17,156,True,True
23,6,489.0315011164588,617.1254534209394,True,7.240915971789778e-44,0.001364704293999239,28,156,False,True
8,9,525.8943054269412,617.3899856444273,True,1.3259440896940628e-48,0.018468813029286674,13,156,False,True
20,11,483.24198747116975,617.4356517901494,True,1.0736807708722505e-48,0.016482401647398635,25,156,False,True
24,5,489.3551831093655,617.4491354138461,True,6.493630901889856e-44,0.001618084931510099,29,156,False,True
12,11,507.9820230920793,617.7768393530627,True,1.2594147889844188e-55,0.04224156032452017,17,156,False,True
12,14,499.3167879245029,618.2611722072348,True,2.269197463063948e-56,0.3076784082771274,17,156,True,True
